participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.report,player.report_face,player.report_value,player.cblind,player.recall_face,player.recall_value,player.recall_pressure,player.recall_speed,player.recall_look,player.pay_face,player.pay_value,player.crt1,player.crt2,player.crt3,player.age,player.sex,player.edu,player.exp,player.brd,player.mjr,player.mouse_x,player.mouse_y,player.mouse_t,player.faces,player.values,player.treat_pressure,player.treat_color,player.pc,player.payoff,group.id_in_subsession,subsession.round_number,subsession.pressure,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,xzvqxe4b,12,0,16,16,lying,1,Fin,10.0.2.2,2018-07-31 11:05:50.566108+00:00,1,,,9.50,1,D,6,6,0,6,6,34,0,1,1,1,5,5,47,27,1,1,3,2,1,"624,624,624,624,624,624,624,624,624,624,624,624,623,623,623,622,622,622,622,622,621,621,621,621,621,620,615,615,608,608,600,588,588,581,581,575,572,572,572,573,573,576,576,585,607,607,643,643,671,700,700,729,729,744,760,760,767,767,771,771,771,770,769,769,768,768,768,768,768,768,768,768,768,768,770,770,774,781,781,790,800,800,810,810,820,827,827,831,830,830,829,829,827,826,826,826,826,826,826,826,826,826","473,473,473,473,473,473,473,474,474,474,474,474,474,474,474,474,474,474,474,474,473,473,472,472,472,470,462,462,452,452,442,430,430,425,425,422,421,421,422,423,423,427,427,435,456,456,488,488,517,548,548,580,580,603,625,625,636,636,643,645,645,645,645,645,645,645,645,645,645,645,645,646,646,646,650,650,659,672,672,684,695,695,706,706,721,729,729,733,735,735,735,735,733,733,733,733,733,733,733,733,733,733","0,0.011,0.021,0.03,0.041,0.051,0.061,0.071,0.082,0.091,0.102,0.112,0.123,0.132,0.143,0.153,0.162,0.173,0.183,0.193,0.204,0.213,0.224,0.234,0.244,0.254,0.265,0.275,0.285,0.295,0.305,0.316,0.325,0.336,0.346,0.356,0.366,0.376,0.387,0.396,0.407,0.417,0.427,0.437,0.447,0.458,0.468,0.478,0.488,0.499,0.509,0.519,0.529,0.539,0.549,0.56,0.569,0.579,0.59,0.6,0.61,0.62,0.63,0.64,0.651,0.661,0.671,0.681,0.691,0.701,0.711,0.722,0.732,0.742,0.753,0.763,0.773,0.782,0.793,0.804,0.813,0.823,0.834,0.844,0.854,0.864,0.874,0.885,0.895,0.905,0.916,0.925,0.936,0.946,0.956,0.966,0.977,0.987,0.996,1.007,1.017,1.028","[1, 2, 3, 6, 5, 4]","[1, 2, 3, 6, 5, 4]",1,1,12,9.50,1,1,9,irmf9bkn,,,,,,0
2,99vf1fko,11,0,16,16,lying,1,Fin,10.0.2.2,2018-07-31 11:05:50.560520+00:00,1,,,9.50,2,D,6,6,0,6,6,72,0,1,1,1,5,5,47,20,1,1,1,5,8,"660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,661,661,661,661,661,658,658,658,658,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,655,651,638,638,620,611,611,616,622,622,629,629,641,665,665,700,700,734,748,748,755,755,755,752,752,749,749,754,759,759,763,766,766,770,773,773,774,774,774,773,773,774,774,775,781,781,789,795,795,797,797,797,795,795,795,795,795,795,794,794,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,794,794,795,796,799,799,802,808,808,813,813,820,826,826,834,834,846,859,859,879,879,919,926,926,951,967,967,996,996,1019,1031,1031,1041,1044,1044,1045,1045,1048,1049,1049,1050,1050,1050,1051,1051,1052,1052,1061,1078,1078,1091,1097,1097,1098,1098,1094,1084,1084,1065,1065,1025,964,964,920,920,890,870,870,854,852,852,853,853,856,862,862,867,867,874,879,879,885,885,891,898,898,905,909,909,905,905,900,893,893,884,884,875,865,865,857,857,852,852,852,852,852,852,851,851,850,847,847,842,842,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,842,842","393,393,393,393,393,393,394,394,394,394,394,394,394,395,395,396,397,397,399,399,401,405,405,407,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,404,402,399,399,399,406,406,410,412,412,415,415,421,431,431,452,452,475,489,489,511,511,526,543,543,555,555,567,576,576,584,591,591,602,610,610,614,614,615,615,615,615,615,616,620,620,628,637,637,642,642,647,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,649,649,649,650,650,651,651,652,652,652,651,651,647,640,640,626,626,589,582,582,550,527,527,497,497,473,456,456,442,431,431,426,426,421,419,419,417,417,416,416,416,416,416,420,422,422,424,427,427,429,429,434,444,444,468,468,508,569,569,609,609,637,659,659,685,692,692,695,695,698,701,701,702,702,703,702,702,698,698,693,687,687,677,659,659,649,649,645,644,644,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,643,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,645,645","0,0.01,0.02,0.031,0.041,0.051,0.061,0.071,0.082,0.092,0.102,0.112,0.122,0.132,0.143,0.152,0.163,0.173,0.183,0.193,0.203,0.214,0.224,0.233,0.244,0.254,0.265,0.275,0.285,0.295,0.305,0.316,0.325,0.336,0.346,0.356,0.366,0.376,0.386,0.396,0.407,0.417,0.427,0.437,0.447,0.458,0.468,0.478,0.488,0.498,0.509,0.518,0.529,0.539,0.549,0.56,0.57,0.58,0.59,0.6,0.611,0.62,0.63,0.641,0.651,0.662,0.671,0.682,0.692,0.702,0.712,0.723,0.732,0.743,0.753,0.763,0.773,0.783,0.794,0.804,0.814,0.824,0.834,0.844,0.855,0.865,0.875,0.885,0.895,0.906,0.915,0.925,0.936,0.947,0.958,0.967,0.978,0.988,0.998,1.008,1.018,1.029,1.039,1.049,1.059,1.069,1.08,1.09,1.099,1.11,1.12,1.13,1.141,1.15,1.161,1.171,1.181,1.191,1.201,1.212,1.221,1.232,1.242,1.252,1.263,1.273,1.283,1.293,1.303,1.313,1.324,1.333,1.344,1.354,1.364,1.374,1.384,1.395,1.404,1.415,1.425,1.435,1.446,1.455,1.466,1.476,1.486,1.497,1.506,1.516,1.527,1.537,1.547,1.557,1.567,1.578,1.588,1.598,1.608,1.618,1.629,1.638,1.649,1.659,1.669,1.679,1.689,1.699,1.71,1.72,1.731,1.74,1.75,1.761,1.771,1.781,1.791,1.801,1.811,1.822,1.832,1.842,1.853,1.863,1.872,1.883,1.893,1.903,1.913,1.924,1.934,1.944,1.955,1.964,1.975,1.985,1.995,2.005,2.015,2.025,2.035,2.045,2.056,2.066,2.076,2.086,2.097,2.107,2.117,2.127,2.137,2.148,2.158,2.168,2.178,2.188,2.198,2.209,2.219,2.228,2.239,2.249,2.259,2.27,2.279,2.29,2.3,2.31,2.321,2.331,2.341,2.351,2.36,2.371,2.381,2.392,2.402,2.412,2.422,2.432,2.442,2.453,2.463,2.472,2.483,2.493,2.504,2.513,2.524,2.533,2.544,2.554,2.564,2.575,2.585,2.595,2.605,2.615,2.626,2.635,2.645,2.655,2.666,2.677,2.687,2.697,2.707,2.717,2.727,2.737,2.747,2.758,2.768,2.778,2.788,2.798,2.808,2.819,2.828,2.839,2.849,2.859,2.87,2.88,2.89,2.9,2.91,2.92,2.931,2.941,2.951,2.961,2.971,2.981,2.991,3.001,3.012,3.022,3.032,3.042,3.052,3.062,3.072,3.083,3.093,3.103,3.113,3.124,3.134,3.144,3.154,3.164,3.175,3.186,3.196,3.207,3.216,3.226,3.237,3.248,3.258,3.268,3.278,3.289,3.299,3.309,3.32","[4, 1, 3, 6, 2, 5]","[4, 1, 3, 6, 2, 5]",0,1,11,9.50,1,1,9,irmf9bkn,,,,,,0
3,vlgyt1qn,9,0,16,16,lying,1,Fin,10.0.2.2,2018-07-31 11:05:50.566088+00:00,1,,,5.50,3,C,2,2,0,2,2,0,0,1,1,1,5,5,47,22,0,1,1,5,8,"628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,629,629,629,630,630,635,635,643,653,653,665,665,679,696,696,712,712,738,758,758,777,794,794,808,808,827,835,835,841,841,846,853,853,860,860,872,882,882,890,890,902,915,915,947,967,967,985,985,1001,1013,1013,1020,1020,1024,1026,1026,1029,1029,1032,1034,1034,1039,1039,1046,1050,1052,1052,1057,1057,1060,1062,1062,1065,1065,1067,1068,1068,1070,1070,1071,1071,1071,1072,1073,1073,1075,1075,1078,1081,1081,1083,1083,1085,1085,1086,1087,1087,1089,1091,1091,1093,1093,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095","396,396,396,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,396,397,397,399,399,402,405,405,407,407,411,416,416,419,422,422,423,423,425,425,425,426,426,426,427,427,428,428,429,429,429,429,429,429,429,429,429,428,428,425,425,422,421,421,419,419,419,418,418,418,418,417,416,416,416,416,414,412,412,412,411,411,411,410,410,410,410,410,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409","0,0.01,0.021,0.031,0.041,0.051,0.061,0.072,0.082,0.092,0.102,0.112,0.122,0.132,0.143,0.152,0.164,0.174,0.184,0.193,0.204,0.214,0.224,0.234,0.245,0.254,0.265,0.275,0.285,0.295,0.306,0.316,0.326,0.336,0.346,0.357,0.366,0.377,0.386,0.397,0.408,0.417,0.428,0.438,0.448,0.458,0.469,0.479,0.489,0.499,0.509,0.519,0.529,0.539,0.55,0.56,0.57,0.58,0.591,0.601,0.611,0.621,0.631,0.642,0.652,0.662,0.672,0.682,0.692,0.702,0.713,0.723,0.733,0.743,0.753,0.763,0.773,0.783,0.794,0.804,0.814,0.825,0.834,0.845,0.855,0.866,0.875,0.886,0.895,0.906,0.916,0.927,0.937,0.946,0.957,0.967,0.977,0.988,0.997,1.007,1.017,1.028,1.038,1.048,1.059,1.069,1.079,1.089,1.099,1.11,1.119,1.13,1.14,1.15,1.16,1.17,1.18,1.191,1.2,1.211,1.221,1.231,1.241,1.252,1.262,1.272,1.282,1.293,1.303,1.313,1.322,1.333,1.343,1.354,1.363,1.374,1.383,1.394,1.404,1.414,1.424,1.435,1.444,1.455,1.465,1.475,1.486,1.495,1.505,1.515,1.526,1.536,1.546,1.557,1.567,1.577,1.587,1.598,1.607,1.617,1.627,1.638,1.648,1.658,1.668,1.679,1.689,1.699,1.709,1.719,1.729,1.739,1.75,1.76,1.769,1.78,1.79,1.8,1.811,1.82,1.831,1.841,1.851,1.861,1.871,1.882,1.892,1.902,1.912,1.922,1.932,1.943,1.952,1.963,1.973,1.983,1.994,2.003,2.013,2.024,2.034,2.045,2.055,2.065,2.076,2.086,2.096,2.107,2.117,2.126,2.137,2.147,2.157,2.167,2.177,2.188","[3, 6, 2, 5, 1, 4]","[3, 6, 2, 5, 1, 4]",0,1,9,5.50,1,1,9,irmf9bkn,,,,,,0
4,584jfgln,1,0,16,16,lying,1,Fin,10.0.2.2,2018-07-31 11:05:50.579285+00:00,1,,,7.50,4,D,4,4,,4,4,70,6,1,1,1,10,5,24,23,1,3,2,2,8,"626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626,627,628,628,629,629,631,632,632,633,634,634,633,633,631,625,625,618,618,602,592,592,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,583,578,562,562,545,545,532,523,523,516,516,515,516,516,516,517,518,518,520,521,524,524,527,527,531,534,534,537,537,541,546,546,551,551,556,561,561,565,570,570,575,575,579,585,585,591,591,597,611,611,620,620,629,640,640,647,647,654,661,661,667,671,671,675,675,678,683,683,688,688,691,696,696,705,705,712,719,719,727,734,734,742,742,749,755,755,762,762,768,771,771,773,776,776,778,778,780,781,781,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782","394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,392,392,392,391,391,391,391,391,391,391,393,393,395,397,397,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,399,402,413,413,425,425,434,443,443,457,457,462,465,465,465,466,466,466,466,466,466,466,466,466,466,466,466,467,467,470,475,475,482,482,489,496,496,499,504,504,507,507,510,513,513,515,515,517,523,523,526,526,527,531,531,533,533,536,540,540,543,546,546,549,549,552,556,556,560,560,564,568,568,574,574,578,582,582,585,587,587,589,589,593,595,595,597,597,599,601,601,602,603,603,604,604,607,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608","0,0.01,0.02,0.03,0.04,0.051,0.06,0.071,0.08,0.091,0.101,0.111,0.121,0.132,0.142,0.152,0.162,0.173,0.183,0.192,0.203,0.212,0.223,0.233,0.244,0.253,0.264,0.273,0.284,0.294,0.304,0.315,0.325,0.335,0.345,0.355,0.365,0.376,0.385,0.396,0.406,0.416,0.427,0.436,0.447,0.456,0.467,0.478,0.487,0.497,0.508,0.518,0.528,0.538,0.548,0.559,0.569,0.579,0.589,0.599,0.609,0.619,0.63,0.64,0.65,0.66,0.67,0.681,0.69,0.701,0.711,0.721,0.731,0.742,0.752,0.762,0.772,0.782,0.792,0.802,0.813,0.823,0.833,0.843,0.853,0.864,0.874,0.884,0.894,0.904,0.915,0.925,0.935,0.945,0.955,0.965,0.975,0.985,0.996,1.005,1.016,1.026,1.036,1.046,1.057,1.067,1.076,1.087,1.097,1.108,1.117,1.128,1.138,1.148,1.158,1.168,1.179,1.189,1.199,1.209,1.219,1.23,1.24,1.25,1.26,1.27,1.28,1.29,1.301,1.311,1.321,1.331,1.341,1.351,1.361,1.372,1.382,1.393,1.402,1.412,1.422,1.432,1.443,1.453,1.463,1.473,1.484,1.494,1.504,1.515,1.524,1.534,1.544,1.555,1.565,1.575,1.585,1.596,1.606,1.616,1.626,1.635,1.647,1.657,1.667,1.678,1.687,1.698,1.709,1.719,1.728,1.739,1.749,1.759,1.769,1.779,1.79,1.799,1.81,1.82,1.83,1.84,1.85,1.861,1.871,1.881,1.891,1.901,1.912,1.921,1.932,1.942,1.953,1.963","[6, 5, 1, 4, 2, 3]","[6, 5, 1, 4, 2, 3]",0,0,1,7.50,1,1,9,irmf9bkn,,,,,,0
5,pvfjntyt,6,0,16,16,lying,1,Fin,10.0.2.2,2018-07-31 11:05:50.580021+00:00,1,,,8.50,5,B,5,5,,5,5,69,8,1,1,1,5,5,24,20,0,1,1,2,8,"628,628,628,628,628,628,628,628,628,629,629,629,630,630,630,631,631,634,634,635,638,638,640,640,643,648,648,651,646,646,639,639,630,621,621,615,615,611,607,607,602,602,597,590,590,583,583,572,561,561,550,534,534,507,502,502,487,487,475,472,472,472,473,473,476,476,480,480,486,495,495,510,510,532,559,559,594,648,648,681,681,713,734,734,740,740,740,739,739,739,739,739,739,739,738,736,736,732,732,730,730,730,731,731,734,738,738,741,741,744,746,746,747,747,747,748,748,750,754,754,761,770,770,776,776,781,786,786,792,792,797,800,800,802,802,805,806,806,806,807,807","480,480,480,480,480,479,479,479,479,478,478,478,478,478,477,477,477,475,475,475,473,473,470,470,465,460,460,457,459,459,461,461,469,474,474,474,474,473,471,471,467,467,466,462,462,457,457,448,441,441,431,421,421,397,393,393,383,383,370,366,366,366,366,365,365,365,364,364,363,359,359,355,355,350,348,348,348,358,358,362,362,365,367,367,367,367,368,368,368,368,368,368,368,367,367,364,364,360,360,354,344,344,330,330,322,316,316,312,312,310,308,308,308,308,307,307,307,305,302,302,300,296,296,293,293,290,288,288,286,286,284,282,282,280,280,279,279,279,279,279,279","0,0.011,0.021,0.032,0.041,0.052,0.062,0.072,0.082,0.093,0.102,0.113,0.123,0.133,0.144,0.153,0.163,0.173,0.184,0.194,0.204,0.214,0.225,0.235,0.245,0.255,0.266,0.275,0.286,0.296,0.305,0.316,0.326,0.336,0.347,0.357,0.367,0.377,0.387,0.397,0.408,0.418,0.428,0.438,0.448,0.458,0.468,0.479,0.488,0.499,0.509,0.521,0.531,0.541,0.552,0.562,0.572,0.582,0.592,0.602,0.612,0.623,0.633,0.642,0.653,0.663,0.673,0.684,0.693,0.704,0.713,0.724,0.734,0.744,0.755,0.765,0.775,0.785,0.795,0.805,0.816,0.825,0.836,0.846,0.857,0.867,0.877,0.886,0.897,0.907,0.917,0.927,0.937,0.948,0.957,0.968,0.979,0.989,0.999,1.009,1.019,1.03,1.039,1.05,1.059,1.07,1.08,1.09,1.101,1.111,1.121,1.13,1.141,1.151,1.162,1.172,1.182,1.191,1.204,1.214,1.225,1.235,1.245,1.254,1.265,1.275,1.285,1.296,1.305,1.316,1.325,1.336,1.346,1.357,1.367,1.377,1.387,1.398,1.407,1.418,1.429","[6, 5, 4, 3, 2, 1]","[6, 5, 4, 3, 2, 1]",1,0,6,8.50,1,1,9,irmf9bkn,,,,,,0
